,type,value,start,end,name,createdAt,instanceId,id
957,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:47:42,pop-os,31984
958,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:47:42,agent.ping.average.failure,2022-01-23T20:47:42,pop-os,31983
959,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:40,pop-os,31982
960,Counter,15578,,,agent.ping.count,2022-01-23T20:47:40,pop-os,31978
961,Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:47:38,pop-os,31981
962,Counter,15577,,,agent.ping.count,2022-01-23T20:47:38,pop-os,31977
963,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:47:36,pop-os,31980
964,Counter,15576,,,agent.ping.count,2022-01-23T20:47:36,pop-os,31976
965,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:34,pop-os,31979
966,Counter,15575,,,agent.ping.count,2022-01-23T20:47:34,pop-os,31975
967,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:47:32,pop-os,31974
968,Counter,15574,,,agent.ping.count,2022-01-23T20:47:32,pop-os,31969
969,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:47:30,pop-os,31973
970,Counter,15573,,,agent.ping.count,2022-01-23T20:47:30,pop-os,31968
971,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:47:28,pop-os,31972
972,Counter,15572,,,agent.ping.count,2022-01-23T20:47:28,pop-os,31967
973,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:26,pop-os,31971
974,Counter,15571,,,agent.ping.count,2022-01-23T20:47:26,pop-os,31966
975,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:24,pop-os,31970
976,Counter,15570,,,agent.ping.count,2022-01-23T20:47:24,pop-os,31965
977,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:22,pop-os,31964
978,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:47:22,agent.ping.average.failure,2022-01-23T20:47:22,pop-os,31963
979,Counter,15569,,,agent.ping.count,2022-01-23T20:47:22,pop-os,31959
980,Measurement,42,,,agent.ping.roundtriptime,2022-01-23T20:47:20,pop-os,31962
981,Counter,15568,,,agent.ping.count,2022-01-23T20:47:20,pop-os,31958
982,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:47:18,pop-os,31961
983,Counter,15567,,,agent.ping.count,2022-01-23T20:47:18,pop-os,31957
984,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:47:16,pop-os,31960
985,Counter,15566,,,agent.ping.count,2022-01-23T20:47:16,pop-os,31956
986,Counter,15565,,,agent.ping.count,2022-01-23T20:47:14,pop-os,31955
987,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:47:14,pop-os,31954
988,Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:47:12,pop-os,31953
989,Counter,15564,,,agent.ping.count,2022-01-23T20:47:12,pop-os,31949
990,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:10,pop-os,31952
991,Counter,15563,,,agent.ping.count,2022-01-23T20:47:10,pop-os,31948
992,Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:47:08,pop-os,31951
993,Counter,15562,,,agent.ping.count,2022-01-23T20:47:08,pop-os,31947
994,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:47:06,pop-os,31950
995,Counter,15561,,,agent.ping.count,2022-01-23T20:47:06,pop-os,31946
996,Counter,15560,,,agent.ping.count,2022-01-23T20:47:04,pop-os,31945
997,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:03,pop-os,31944
998,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:47:01,pop-os,31943
999,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:47:01,agent.ping.average.failure,2022-01-23T20:47:01,pop-os,31942
